Retained Space by Class
=======================

Total Heap:    24.50 MB
Total Classes:     2892
Total Objects:   205719

# Objects    Retained        Size  Class
----------------------------------------
        1       24 B        24 B   com\oracle\svm\reflect\proxies\Proxy_org_hibernate_validator_constraints_URL_regexp__
        1       24 B        24 B   com\oracle\svm\reflect\proxies\Proxy_java_lang_Integer_constructor_int_
        1       24 B        24 B   com\oracle\svm\reflect\proxies\Proxy_org_jboss_resteasy_plugins_providers_jackson_PatchMethodFilter_constructor__
        1       24 B        24 B   org.jboss.shamrock.transactions.runtime.TransactionProducers_ProducerMethod10_Bean$$function$$15
        1       24 B        24 B   com.fasterxml.jackson.databind.deser.std.UntypedObjectDeserializer$Vanilla
        1       24 B        24 B   org.xnio.nio.NioXnio$DefaultSelectorCreator
        1       24 B        24 B   com\oracle\svm\reflect\proxies\Proxy_com_fasterxml_jackson_module_jaxb_JaxbAnnotationIntrospector_findPropertyInclusion_com_fasterxml_jackson_databind_introspect_Annotated_
        1       24 B        24 B   org.hibernate.validator.internal.util.ConcurrentReferenceHashMap$Option
        1       24 B        24 B   com.oracle.svm.core.thread.Safepoint$Master
        1       24 B        24 B   com\oracle\svm\reflect\proxies\Proxy_io_smallrye_metrics_interceptors_CountedInterceptor_countedConstructor_javax_interceptor_InvocationContext_
        1       24 B        24 B   com\oracle\svm\reflect\proxies\Proxy_com_fasterxml_jackson_module_jaxb_JaxbAnnotationIntrospector_constructor_com_fasterxml_jackson_databind_cfg_MapperConfig_
        1       24 B        24 B   java.util.regex.UnicodeProp$10
        1       24 B        24 B   io.undertow.server.handlers.DisableCacheHandler
        1       24 B        24 B   com\oracle\svm\reflect\proxies\Proxy_org_jboss_shamrock_example_jpa_Address_constructor__
        1       24 B        24 B   com.fasterxml.jackson.databind.ser.std.NumberSerializers$FloatSerializer
        1       24 B        24 B   com\oracle\svm\reflect\proxies\Proxy_java_lang_Integer_toUnsignedString0_int_int_
        1       24 B        24 B   com\oracle\svm\reflect\proxies\Proxy_com_sun_xml_internal_bind_v2_ContextFactory_loadIndexedClasses_java_lang_String_java_lang_ClassLoader_
        1       24 B        24 B   com\oracle\svm\reflect\proxies\Proxy_org_hibernate_validator_internal_constraintvalidators_bv_MinValidatorForCharSequence_constructor__
        1       24 B        24 B   sun.nio.cs.UTF_16LE
        1       24 B        24 B   java.util.regex.Pattern$CharPropertyNames$21
        1       24 B        24 B   com\oracle\svm\reflect\proxies\Proxy_javax_xml_transform_FactoryFinder_findServiceProvider_java_lang_Class_
        1       24 B        24 B   com\oracle\svm\reflect\proxies\Proxy_com_fasterxml_jackson_module_jaxb_JaxbAnnotationIntrospector_isContainerType_java_lang_Class_
        1       24 B        24 B   com.fasterxml.jackson.databind.ser.std.StringSerializer
        1       24 B        24 B   com.oracle.svm.core.posix.pthread.PthreadVMMutex[]
        1       24 B        24 B   com\oracle\svm\reflect\proxies\Proxy_java_lang_Integer_equals_java_lang_Object_
        1       24 B        24 B   com.oracle.svm.core.genscavenge.GCImpl$$Lambda$186.1374598104
        1       24 B        24 B   com.fasterxml.jackson.databind.ser.std.StdArraySerializers$CharArraySerializer
        1       24 B        24 B   java.util.regex.UnicodeProp$19
        1       24 B        24 B   com\oracle\svm\reflect\proxies\Proxy_org_jboss_resteasy_plugins_providers_jackson_UnrecognizedPropertyExceptionHandler_constructor__
        1       24 B        24 B   com\oracle\svm\reflect\proxies\Proxy_com_fasterxml_jackson_module_jaxb_JaxbAnnotationIntrospector_findEnumValues_java_lang_Class__Ljava_lang_Enum___Ljava_lang_String__
        1       24 B        24 B   com\oracle\svm\reflect\proxies\Proxy_org_glassfish_json_JsonProviderImpl_createValue_java_lang_String_
        1       24 B        24 B   java.util.regex.Pattern$CharPropertyNames$6
        1       24 B        24 B   com.oracle.svm.core.jdk.UninterruptibleUtils$AtomicPointer
        1       24 B        24 B   com.oracle.svm.core.genscavenge.GarbageCollectorManagementFactory
        1       24 B        24 B   com.oracle.svm.reflect.proxy.DynamicProxySupport
        1       24 B        24 B   sun.util.calendar.JulianCalendar
        1       24 B        24 B   com\oracle\svm\reflect\proxies\Proxy_javax_json_JsonObject_getString_java_lang_String_
        1       24 B        24 B   com\oracle\svm\reflect\proxies\Proxy_org_hibernate_validator_constraints_br_TituloEleitoral_groups__
        1       24 B        24 B   com.sun.xml.internal.bind.v2.runtime.reflect.Accessor$2
        1       24 B        24 B   com\oracle\svm\reflect\proxies\Proxy_org_jboss_shamrock_runtime_RuntimeInjector_DefaultInjectionFactory_create_java_lang_Class_
        1       24 B        24 B   com\oracle\svm\reflect\proxies\Proxy_org_jboss_resteasy_plugins_providers_jaxb_MapProvider_constructor__
        1       24 B        24 B   com\oracle\svm\reflect\proxies\Proxy_java_lang_Integer_remainderUnsigned_int_int_
        1       24 B        24 B   java.util.regex.Pattern$CharPropertyNames$13
        1       24 B        24 B   com\oracle\svm\reflect\proxies\Proxy_org_jboss_shamrock_example_web_TestFilter_constructor__
        1       24 B        24 B   com.sun.xml.bind.Messages
        1       24 B        24 B   com\oracle\svm\reflect\proxies\Proxy_org_jboss_resteasy_plugins_providers_jackson_ResteasyJackson2Provider_constructor__
        1       24 B        24 B   com\oracle\svm\reflect\proxies\Proxy_javax_json_JsonObject_getJsonString_java_lang_String_
        1       24 B        24 B   java.time.Duration
        1       24 B        24 B   com\oracle\svm\reflect\proxies\Proxy_org_jboss_resteasy_plugins_server_servlet_HttpServlet30Dispatcher_constructor__
        1       24 B        24 B   com\oracle\svm\reflect\proxies\Proxy_org_hibernate_validator_constraints_Email_message__
        1       24 B        24 B   java.util.regex.UnicodeProp$6
        1       24 B        24 B   org.postgresql.hostchooser.HostRequirement$1
        1       24 B        24 B   com\oracle\svm\reflect\proxies\Proxy_java_lang_Integer_floatValue__
        1       24 B        24 B   com\oracle\svm\reflect\proxies\Proxy_org_jboss_resteasy_plugins_providers_DefaultBooleanWriter_constructor__
        1       24 B        24 B   com\oracle\svm\reflect\proxies\Proxy_org_glassfish_json_JsonProviderImpl_createParserFactory_java_util_Map_
        1       24 B        24 B   io.undertow.servlet.handlers.security.CachedAuthenticatedSessionHandler$ServletAuthenticatedSessionManager
        1       24 B        24 B   com\oracle\svm\reflect\proxies\Proxy_com_fasterxml_jackson_module_jaxb_JaxbAnnotationIntrospector_findDeserializationContentConverter_com_fasterxml_jackson_databind_introspect_AnnotatedMember_
        1       24 B        24 B   com\oracle\svm\reflect\proxies\Proxy_io_smallrye_metrics_interceptors_CountedInterceptor_constructor_javax_enterprise_inject_spi_Bean_org_eclipse_microprofile_metrics_MetricRegistry_
        1       24 B        24 B   com\oracle\svm\reflect\proxies\Proxy_org_glassfish_json_JsonProviderImpl_createPatchBuilder_javax_json_JsonArray_
        1       24 B        24 B   com\oracle\svm\reflect\proxies\Proxy_org_jboss_resteasy_plugins_providers_StreamingOutputProvider_constructor__
        1       24 B        24 B   com\oracle\svm\reflect\proxies\Proxy_java_util_stream_ReduceOps_makeRef_java_util_stream_Collector_
        1       24 B        24 B   com\oracle\svm\reflect\proxies\Proxy_org_hibernate_validator_constraints_Range_message__
        1       24 B        24 B   ch.qos.logback.classic.selector.DefaultContextSelector
        1       24 B        24 B   io.smallrye.config.inject.ConfigProducer_Bean$$function$$7
        1       24 B        24 B   com.fasterxml.jackson.databind.node.DecimalNode
        1       24 B        24 B   com\oracle\svm\reflect\proxies\Proxy_com_fasterxml_jackson_module_jaxb_JaxbAnnotationIntrospector_refineDeserializationType_com_fasterxml_jackson_databind_cfg_MapperConfig_com_fasterxml_jackson_databind_introspect_Annotated_com_fasterxml_jackson_databind_JavaType_
        1       24 B        24 B   com.sun.xml.bind.v2.runtime.reflect.Accessor$1
        1       24 B        24 B   com\oracle\svm\reflect\proxies\Proxy_org_hibernate_validator_constraints_URL_host__
        1       24 B        24 B   com\oracle\svm\reflect\proxies\Proxy_org_postgresql_hostchooser_MultiHostChooser_append_java_util_List_java_util_List_
        1       24 B        24 B   com\oracle\svm\reflect\proxies\Proxy_org_hibernate_validator_constraints_NotEmpty_payload__
        1       24 B        24 B   org.apache.http.impl.io.EmptyInputStream
        1       24 B        24 B   org.jboss.shamrock.transactions.runtime.TransactionProducers_ProducerMethod4_Bean$$function$$13
        1       24 B        24 B   com\oracle\svm\reflect\proxies\Proxy_com_fasterxml_jackson_module_jaxb_JaxbAnnotationIntrospector__fullSerializationType_com_fasterxml_jackson_databind_introspect_AnnotatedMember_
        1       24 B        24 B   com\oracle\svm\reflect\proxies\Proxy_com_fasterxml_jackson_module_jaxb_JaxbAnnotationIntrospector_findRootName_com_fasterxml_jackson_databind_introspect_AnnotatedClass_
        1       24 B        24 B   com\oracle\svm\reflect\proxies\Proxy_com_fasterxml_jackson_module_jaxb_JaxbAnnotationIntrospector_findSerializationType_com_fasterxml_jackson_databind_introspect_Annotated_
        1       24 B        24 B   com\oracle\svm\reflect\proxies\Proxy_org_jboss_resteasy_rxjava2_ObservableRxInvokerProvider_constructor__
        1       24 B        24 B   com\oracle\svm\reflect\proxies\Proxy_org_jboss_resteasy_plugins_providers_DocumentProvider_constructor_org_jboss_resteasy_spi_ResteasyConfiguration_
        1       24 B        24 B   org.hibernate.validator.internal.util.ConcurrentReferenceHashMap$Option[]
        1       24 B        24 B   com\oracle\svm\reflect\proxies\Proxy_org_hibernate_validator_internal_constraintvalidators_hv_Mod10CheckValidator_constructor__
        1       24 B        24 B   java.util.regex.Pattern$CharPropertyNames$14
        1       24 B        24 B   org.jboss.shamrock.example.rest.RestClientProxy_ProducerMethod23_Bean$$function$$21
        1       24 B        24 B   com\oracle\svm\reflect\proxies\Proxy_org_hibernate_validator_constraints_br_CNPJ_groups__
        1       24 B        24 B   com\oracle\svm\reflect\proxies\Proxy_org_hibernate_validator_constraints_CreditCardNumber_message__
        1       24 B        24 B   com.sun.xml.internal.bind.v2.runtime.reflect.Accessor$1
        1       24 B        24 B   com\oracle\svm\reflect\proxies\Proxy_java_lang_Integer_decode_java_lang_String_
        1       24 B        24 B   com\oracle\svm\reflect\proxies\Proxy_org_jboss_shamrock_example_jpa_Animal_setWeight_double_
        1       24 B        24 B   com\oracle\svm\reflect\proxies\Proxy_org_jboss_resteasy_rxjava2_FlowableRxInvokerImpl_eventSourceToObservable_org_jboss_resteasy_plugins_providers_sse_client_SseEventSourceImpl_javax_ws_rs_core_GenericType_java_lang_String_javax_ws_rs_client_Entity__Ljavax_ws_rs_core_MediaType__
        1       24 B        24 B   com\oracle\svm\reflect\proxies\Proxy_org_hibernate_validator_constraints_br_TituloEleitoral_payload__
        1       24 B        24 B   com\oracle\svm\reflect\proxies\Proxy_org_jboss_shamrock_example_jpa_Address_setStreet2_java_lang_String_
        1       24 B        24 B   com\oracle\svm\reflect\proxies\Proxy_io_smallrye_metrics_interceptors_TimedInterceptor_timedConstructor_javax_interceptor_InvocationContext_
        1       24 B        24 B   com\oracle\svm\reflect\proxies\Proxy_org_apache_commons_logging_impl_LogFactoryImpl_constructor__
        1       24 B        24 B   com\oracle\svm\reflect\proxies\Proxy_com_sun_xml_bind_v2_ContextFactory_createContext_java_lang_String_java_lang_ClassLoader_java_util_Map_
        1       24 B        24 B   com.fasterxml.jackson.databind.ser.std.StdKeySerializers$StringKeySerializer
        1       24 B        24 B   com\oracle\svm\reflect\proxies\Proxy_org_glassfish_json_JsonProviderImpl_createGeneratorFactory_java_util_Map_
        1       24 B        24 B   sun.nio.cs.US_ASCII
        1       24 B        24 B   com\oracle\svm\reflect\proxies\Proxy_java_lang_Integer_toString__
        1       24 B        24 B   com\oracle\svm\reflect\proxies\Proxy_java_util_Collections_singletonIterator_java_lang_Object_
        1       24 B        24 B   com\oracle\svm\reflect\proxies\Proxy_org_jboss_resteasy_plugins_providers_sse_SseEventOutputProvider_constructor__
        1       24 B        24 B   com\oracle\svm\reflect\proxies\Proxy_com_fasterxml_jackson_module_jaxb_JaxbAnnotationIntrospector_findAdapterForClass_com_fasterxml_jackson_databind_introspect_AnnotatedClass_boolean_
        1       24 B        24 B   com\oracle\svm\reflect\proxies\Proxy_com_fasterxml_jackson_module_jaxb_JaxbAnnotationIntrospector_findKeyDeserializer_com_fasterxml_jackson_databind_introspect_Annotated_
        1       24 B        24 B   com\oracle\svm\reflect\proxies\Proxy_org_jboss_resteasy_plugins_providers_SourceProvider_constructor__
        1       24 B        24 B   com\oracle\svm\reflect\proxies\Proxy_org_hibernate_validator_internal_constraintvalidators_bv_size_SizeValidatorForArray_constructor__
        1       24 B        24 B   com\oracle\svm\reflect\proxies\Proxy_java_lang_Integer_highestOneBit_int_
        1       24 B        24 B   com\oracle\svm\reflect\proxies\Proxy_java_lang_Integer_shortValue__
        1       24 B        24 B   com.sun.xml.internal.bind.Messages
        1       24 B        24 B   com\oracle\svm\reflect\proxies\Proxy_org_resteasy_reactivecontext_ContextFeature_constructor__
        1       24 B        24 B   java.util.regex.Pattern$CharPropertyNames$19
        1       24 B        24 B   sun.net.www.protocol.file.Handler
        1       24 B        24 B   com\oracle\svm\reflect\proxies\Proxy_com_fasterxml_jackson_module_jaxb_JaxbAnnotationIntrospector_findRootElementAnnotation_com_fasterxml_jackson_databind_introspect_AnnotatedClass_
        1       24 B        24 B   com\oracle\svm\reflect\proxies\Proxy_javax_json_JsonObject_getString_java_lang_String_java_lang_String_
        1       24 B        24 B   com\oracle\svm\reflect\proxies\Proxy_org_glassfish_json_JsonProviderImpl_createGenerator_java_io_Writer_
        1       24 B        24 B   com\oracle\svm\reflect\proxies\Proxy_com_fasterxml_jackson_module_jaxb_JaxbAnnotationIntrospector_findTypeName_com_fasterxml_jackson_databind_introspect_AnnotatedClass_
        1       24 B        24 B   com\oracle\svm\reflect\proxies\Proxy_com_fasterxml_jackson_module_jaxb_JaxbAnnotationIntrospector_findSerializationConverter_com_fasterxml_jackson_databind_introspect_Annotated_
        1       24 B        24 B   com\oracle\svm\reflect\proxies\Proxy_org_hibernate_validator_internal_constraintvalidators_hv_LuhnCheckValidator_constructor__
        1       24 B        24 B   sun.util.locale.provider.NumberFormatProviderImpl
        1       24 B        24 B   com\oracle\svm\reflect\proxies\Proxy_com_fasterxml_jackson_module_jaxb_JaxbAnnotationIntrospector_isOutputAsText_com_fasterxml_jackson_databind_introspect_Annotated_
        1       24 B        24 B   com\oracle\svm\reflect\proxies\Proxy_java_util_Spliterators_iterator_java_util_Spliterator_
        1       24 B        24 B   com\oracle\svm\reflect\proxies\Proxy_org_jboss_shamrock_example_rest_TestResource_MyData_setName_java_lang_String_
        1       24 B        24 B   com\oracle\svm\reflect\proxies\Proxy_com_fasterxml_jackson_module_jaxb_JaxbAnnotationIntrospector_findTypeResolver_com_fasterxml_jackson_databind_cfg_MapperConfig_com_fasterxml_jackson_databind_introspect_AnnotatedClass_com_fasterxml_jackson_databind_JavaType_
        1       24 B        24 B   com\oracle\svm\reflect\proxies\Proxy_org_glassfish_json_JsonProviderImpl_createMergeDiff_javax_json_JsonValue_javax_json_JsonValue_
        1       24 B        24 B   com\oracle\svm\reflect\proxies\Proxy_com_fasterxml_jackson_module_jaxb_JaxbAnnotationIntrospector_findSerializationPropertyOrder_com_fasterxml_jackson_databind_introspect_AnnotatedClass_
        1       24 B        24 B   com\oracle\svm\reflect\proxies\Proxy_org_jboss_shamrock_example_rest_TestResource_XmlObject_setValue_java_lang_String_
        1       24 B        24 B   com\oracle\svm\reflect\proxies\Proxy_org_hibernate_validator_constraints_br_TituloEleitoral_message__
        1       24 B        24 B   com.oracle.svm.core.jdk.SystemPropertiesSupport$$Lambda$190.42587665
        1       24 B        24 B   com\oracle\svm\reflect\proxies\Proxy_io_undertow_server_protocol_http_HttpRequestParser__generated_constructor_org_xnio_OptionMap_
        1       24 B        24 B   org.jboss.protean.arc.ArcContainerImpl$$Lambda$423.1232324366
        1       24 B        24 B   com\oracle\svm\reflect\proxies\Proxy_org_jboss_resteasy_plugins_providers_ReaderProvider_constructor__
        1       24 B        24 B   java.util.regex.Pattern$Node
        1       24 B        24 B   sun.nio.cs.UTF_8
        1       24 B        24 B   com\oracle\svm\reflect\proxies\Proxy_java_lang_Integer_valueOf_int_
        1       24 B        24 B   com\oracle\svm\reflect\proxies\Proxy_org_jboss_shamrock_example_jpa_Address_getStreet1__
        1       24 B        24 B   sun.security.jgss.GSSCaller
        1       24 B        24 B   com\oracle\svm\reflect\proxies\Proxy_org_jboss_shamrock_example_validator_TestValidatorEndpoint_MyData_getName__
        1       24 B        24 B   com\oracle\svm\reflect\proxies\Proxy_org_jboss_resteasy_plugins_interceptors_ClientContentEncodingAnnotationFeature_constructor__
        1       24 B        24 B   com\oracle\svm\reflect\proxies\Proxy_org_glassfish_json_JsonProviderImpl_createParser_java_io_InputStream_
        1       24 B        24 B   com\oracle\svm\reflect\proxies\Proxy_com_fasterxml_jackson_module_jaxb_JaxbAnnotationIntrospector_findContentDeserializer_com_fasterxml_jackson_databind_introspect_Annotated_
        1       24 B        24 B   com\oracle\svm\reflect\proxies\Proxy_java_lang_Integer_min_int_int_
        1       24 B        24 B   com\oracle\svm\reflect\proxies\Proxy_javax_xml_stream_FactoryFinder_findServiceProvider_java_lang_Class_java_lang_ClassLoader_
        1       24 B        24 B   com\oracle\svm\reflect\proxies\Proxy_javax_json_JsonObject_getBoolean_java_lang_String_boolean_
        1       24 B        24 B   com\oracle\svm\reflect\proxies\Proxy_org_jboss_shamrock_example_validator_TestValidatorEndpoint_MyData_constructor__
        1       24 B        24 B   com\oracle\svm\reflect\proxies\Proxy_com_fasterxml_jackson_module_jaxb_JaxbAnnotationIntrospector__converter_javax_xml_bind_annotation_adapters_XmlAdapter_boolean_
        1       24 B        24 B   com.fasterxml.jackson.annotation.JsonFormat$Features
        1       24 B        24 B   com\oracle\svm\reflect\proxies\Proxy_org_jboss_resteasy_rxjava2_ObservableRxInvokerImpl_constructor_javax_ws_rs_client_SyncInvoker_java_util_concurrent_ExecutorService_
        1       24 B        24 B   com\oracle\svm\reflect\proxies\Proxy_com_fasterxml_jackson_module_jaxb_JaxbAnnotationIntrospector__combineNames_java_lang_String_java_lang_String_java_lang_String_
        1       24 B        24 B   com\oracle\svm\reflect\proxies\Proxy_io_smallrye_metrics_interceptors_TimedInterceptor_constructor_javax_enterprise_inject_spi_Bean_org_eclipse_microprofile_metrics_MetricRegistry_
        1       24 B        24 B   com\oracle\svm\reflect\proxies\Proxy_sun_nio_ch_Util_ungrowableSet_java_util_Set_
        1       24 B        24 B   sun.util.locale.provider.CalendarDataProviderImpl
        1       24 B        24 B   com\oracle\svm\reflect\proxies\Proxy_com_fasterxml_jackson_module_jaxb_JaxbAnnotationIntrospector_findAdapterBoundType_javax_xml_bind_annotation_adapters_XmlAdapter_
        1       24 B        24 B   com\oracle\svm\reflect\proxies\Proxy_com_sun_xml_internal_bind_v2_ContextFactory_constructor__
        1       24 B        24 B   com\oracle\svm\reflect\proxies\Proxy_org_hibernate_validator_constraints_CreditCardNumber_ignoreNonDigitCharacters__
        1       24 B        24 B   com\oracle\svm\reflect\proxies\Proxy_org_jboss_resteasy_plugins_providers_jaxb_JAXBXmlTypeProvider_constructor__
        1       24 B        24 B   java.util.concurrent.CompletableFuture$AltResult
        1       24 B        24 B   io.reactivex.internal.subscriptions.SubscriptionHelper[]
        1       24 B        24 B   com\oracle\svm\reflect\proxies\Proxy_org_jboss_resteasy_rxjava2_SingleRxInvokerImpl_constructor_javax_ws_rs_client_CompletionStageRxInvoker_
        1       24 B        24 B   com\oracle\svm\reflect\proxies\Proxy_javax_json_JsonObject_getJsonNumber_java_lang_String_
        1       24 B        24 B   sun.nio.cs.UTF_16
        1       24 B        24 B   java.util.regex.Pattern$CharPropertyNames$7
        1       24 B        24 B   java.util.regex.UnicodeProp$11
        1       24 B        24 B   io.undertow.servlet.handlers.ServletInitialHandler$1
        1       24 B        24 B   com\oracle\svm\reflect\proxies\Proxy_io_smallrye_metrics_interceptors_MeteredInterceptor_meteredConstructor_javax_interceptor_InvocationContext_
        1       24 B        24 B   com\oracle\svm\reflect\proxies\Proxy_io_smallrye_metrics_interceptors_TimedInterceptor_timedMethod_javax_interceptor_InvocationContext_
        1       24 B        24 B   com\oracle\svm\reflect\proxies\Proxy_java_lang_Integer_toBinaryString_int_
        1       24 B        24 B   org.postgresql.hostchooser.HostRequirement$4
        1       24 B        24 B   com\oracle\svm\reflect\proxies\Proxy_com_sun_xml_internal_bind_v2_ContextFactory_createContext__Ljava_lang_Class__java_util_Map_
        1       24 B        24 B   org.jboss.shamrock.arc.runtime.ArcDeploymentTemplate$2
        1       24 B        24 B   com\oracle\svm\reflect\proxies\Proxy_com_fasterxml_jackson_module_jaxb_JaxbAnnotationIntrospector_findObjectIdInfo_com_fasterxml_jackson_databind_introspect_Annotated_
        1       24 B        24 B   java.util.regex.UnicodeProp$1
        1       24 B        24 B   com.oracle.svm.core.heap.FramePointerMapWalker
        1       24 B        24 B   com\oracle\svm\reflect\proxies\Proxy_org_jboss_shamrock_restclient_runtime_DefaultResponseExceptionMapper_constructor__
        1       24 B        24 B   com\oracle\svm\reflect\proxies\Proxy_com_fasterxml_jackson_module_jaxb_JaxbAnnotationIntrospector_isJAXBAnnotation_java_lang_annotation_Annotation_
        1       24 B        24 B   com\oracle\svm\reflect\proxies\Proxy_com_fasterxml_jackson_module_jaxb_JaxbAnnotationIntrospector_hasAsValueAnnotation_com_fasterxml_jackson_databind_introspect_AnnotatedMethod_
        1       24 B        24 B   com\oracle\svm\reflect\proxies\Proxy_java_lang_Integer_getInteger_java_lang_String_java_lang_Integer_
        1       24 B        24 B   com.fasterxml.jackson.databind.deser.std.NumberDeserializers$NumberDeserializer
        1       24 B        24 B   com\oracle\svm\reflect\proxies\Proxy_java_lang_Integer_rotateRight_int_int_
        1       24 B        24 B   org.xnio.OptionMap
        1       24 B        24 B   com\oracle\svm\reflect\proxies\Proxy_java_lang_Integer_divideUnsigned_int_int_
        1       24 B        24 B   com\oracle\svm\reflect\proxies\Proxy_org_glassfish_json_JsonProviderImpl_createArrayBuilder_javax_json_JsonArray_
        1       24 B        24 B   com\oracle\svm\reflect\proxies\Proxy_org_jboss_resteasy_plugins_providers_jaxb_JAXBElementProvider_constructor__
        1       24 B        24 B   com\oracle\svm\reflect\proxies\Proxy_org_jboss_shamrock_example_jpa_Human_constructor__
        1       24 B        24 B   org.jboss.shamrock.agroal.runtime.DataSourceProducer_Bean$$function$$10
        1       24 B        24 B   com\oracle\svm\reflect\proxies\Proxy_org_glassfish_json_JsonProviderImpl_createObjectBuilder_java_util_Map_
        1       24 B        24 B   com\oracle\svm\reflect\proxies\Proxy_org_glassfish_json_JsonProviderImpl_createValue_double_
        1       24 B        24 B   com\oracle\svm\reflect\proxies\Proxy_org_hibernate_validator_internal_constraintvalidators_bv_size_SizeValidatorForArraysOfDouble_constructor__
        1       24 B        24 B   com\oracle\svm\reflect\proxies\Proxy_com_fasterxml_jackson_module_jaxb_JaxbAnnotationIntrospector_isDataHandler_java_lang_Class_
        1       24 B        24 B   com\oracle\svm\reflect\proxies\Proxy_org_hibernate_validator_internal_constraintvalidators_bv_size_SizeValidatorForArraysOfBoolean_constructor__
        1       24 B        24 B   com\oracle\svm\reflect\proxies\Proxy_org_hibernate_validator_constraints_Range_min__
        1       24 B        24 B   org.apache.http.message.BasicHeaderValueParser
        1       24 B        24 B   com\oracle\svm\reflect\proxies\Proxy_org_jboss_shamrock_example_datasource_DatasourceResource_postConstruct__
        1       24 B        24 B   java.util.regex.Pattern$CharPropertyNames$8
        1       24 B        24 B   java.util.Currency
        1       24 B        24 B   com\oracle\svm\reflect\proxies\Proxy_java_lang_Integer_byteValue__
        1       24 B        24 B   io.undertow.servlet.predicate.DispatcherTypePredicate
        1       16 B        16 B   com.sun.xml.bind.v2.runtime.reflect.PrimitiveArrayListerFloat
        1       16 B        16 B   com.fasterxml.jackson.databind.introspect.AnnotationMap[]
        1       16 B        16 B   io.undertow.util.DateUtils$1
        1       16 B        16 B   com.oracle.svm.core.heap.NativeImageInfo$ReadOnlyPrimitiveMemoryWalkerAccessImpl
        1       16 B        16 B   com.sun.org.apache.xerces.internal.impl.dv.xs.AnyAtomicDV
        1       16 B        16 B   com.sun.org.apache.xerces.internal.impl.dv.xs.DateTimeDV
        1       16 B        16 B   io.undertow.util.SameThreadExecutor
        1       16 B        16 B   org.jboss.resteasy.core.StringParameterInjector$1
        1       16 B        16 B   com.sun.xml.internal.bind.v2.runtime.JAXBContextImpl$6
        1       16 B        16 B   sun.reflect.generics.tree.BooleanSignature
        1       16 B        16 B   java.util.stream.Collectors$$Lambda$557.162291372
        1       16 B        16 B   com.sun.xml.internal.bind.v2.runtime.reflect.PrimitiveArrayListerCharacter
        1       16 B        16 B   com.fasterxml.classmate.members.RawMethod[]
        1       16 B        16 B   com.sun.xml.bind.v2.model.nav.ReflectionNavigator
        1       16 B        16 B   org.postgresql.shaded.com.ongres.scram.common.ScramMechanisms$$Lambda$758.1101929315
        1       16 B        16 B   org.hibernate.validator.internal.metadata.aggregated.rule.ReturnValueMayOnlyBeMarkedOnceAsCascadedPerHierarchyLine
        1       16 B        16 B   java.util.EnumMap$1
        1       16 B        16 B   org.hibernate.validator.internal.engine.valueextraction.OptionalDoubleValueExtractor
        1       16 B        16 B   com.sun.org.apache.xerces.internal.impl.dv.xs.BooleanDV
        1       16 B        16 B   com.sun.xml.internal.bind.AccessorFactoryImpl
        1       16 B        16 B   sun.reflect.generics.tree.FloatSignature
        1       16 B        16 B   com.oracle.svm.core.posix.IgnoreSIGPIPEFeature$1
        1       16 B        16 B   java.util.stream.ForEachOps$ForEachOrderedTask$$Lambda$582.1916944059
        1       16 B        16 B   com.oracle.svm.core.thread.ThreadingSupportImpl
        1       16 B        16 B   org.hibernate.validator.internal.metadata.core.ConstraintHelper$$Lambda$441.1329045258
        1       16 B        16 B   com.sun.xml.internal.bind.v2.runtime.reflect.PrimitiveArrayListerFloat
        1       16 B        16 B   com.sun.org.apache.xerces.internal.impl.xs.models.XSEmptyCM
        1       16 B        16 B   java.util.stream.AbstractPipeline$$Lambda$573.1709433954
        1       16 B        16 B   sun.reflect.generics.tree.DoubleSignature
        1       16 B        16 B   org.hibernate.validator.internal.engine.valueextraction.SetPropertyValueExtractor
        1       16 B        16 B   com.fasterxml.jackson.databind.node.NullNode
        1       16 B        16 B   org.hibernate.validator.internal.engine.ConfigurationImpl$$Lambda$440.191440055
        1       16 B        16 B   sun.nio.ch.Util$1
        1       16 B        16 B   com.sun.org.apache.xerces.internal.impl.dv.xs.DayDV
        1       16 B        16 B   com.oracle.svm.core.stack.ThreadStackPrinter$Stage0StackFrameVisitor
        1       16 B        16 B   java.util.Collections$EmptyListIterator
        1       16 B        16 B   java.time.temporal.TemporalQueries$$Lambda$505.1340589179
        1       16 B        16 B   com.fasterxml.jackson.core.filter.TokenFilter
        1       16 B        16 B   com.fasterxml.jackson.databind.ext.OptionalHandlerFactory
        1       16 B        16 B   org.hibernate.validator.internal.util.StringHelper$$Lambda$545.1471039196
        1       16 B        16 B   sun.awt.PostEventQueue
        1       16 B        16 B   com.fasterxml.jackson.databind.ser.BeanSerializerModifier[]
        1       16 B        16 B   java.util.stream.Collectors$$Lambda$338.155684465
        1       16 B        16 B   com.sun.org.apache.xerces.internal.impl.dv.dtd.NOTATIONDatatypeValidator
        1       16 B        16 B   org.hibernate.validator.internal.engine.valueextraction.OptionalValueExtractor
        1       16 B        16 B   io.undertow.server.handlers.HttpContinueReadHandler$1
        1       16 B        16 B   sun.util.locale.provider.CalendarDataUtility$CalendarFieldValueNamesMapGetter
        1       16 B        16 B   io.agroal.api.configuration.AgroalConnectionPoolConfiguration$ConnectionValidator$$Lambda$704.1123144594
        1       16 B        16 B   com.oracle.svm.core.genscavenge.AlignedHeapChunk$MemoryWalkerAccessImpl
